Unique_Id_Transaction,Id_ Clients,ItemQty,ItemPrice,Date,Item_Name,Customer_Type, avg_sales_amount,Avg_convertion_Rate, avg_QTY,avg_T
181,5591,6,344,3/25/2018,Nike Air Max 90 By You,Healthy & Active,52.51,52.51,0.48,52.83
182,5604,6,154,3/25/2018,Nike Air Max 90 Unlocked By You,Healthy & Active,47.17,47.17,21.54,45.45
183,5607,4,298,3/25/2018,Nike Air Force 1 High By You,Healthy & Active,53,53,0.08,51.16
184,5615,1,256,3/25/2018,Nike Air Force 1 Mid By You Valentine's Day,Healthy & Active,54.52,54.52,1.21,53.49
185,5628,1,266,3/25/2018,Nike Pegasus 39 By You,Healthy & Active,47,47,0.15,46.16
186,5631,4,120,11/22/2018,Nike Air Force 1 Low Unlocked By You,Healthy & Active,57.54,57.54,1.29,56.35
187,5642,3,362,11/22/2018,Nike Air Force 1 Low By You,Healthy & Active,50.91,50.91,35.91,48.96
188,5647,1,135,11/22/2018,Nike Air Force 1 Low By Bishop Gorman,Healthy & Active,46.6,46.6,5.18,45.53
189,5649,5,208,11/22/2018,Nike Gripknit Phantom GX Elite FG By You,Healthy & Active,50.74,50.74,1.6,47.25
190,5652,1,256,11/22/2018,Nike Air Force 1 Low By You,Healthy & Active,48.85,48.85,0.18,44.85
191,5656,2,131,11/22/2018,Nike Zoom Mercurial Superfly 9 Elite FG By You,Healthy & Active,48.3,48.3,7.02,45.7
192,5658,3,340,11/22/2018,Nike Blazer Low '77 By You,Healthy & Active,51.74,51.74,0.55,46.84
193,5659,1,183,11/22/2018,Nike Air Force 1 Mid By You Valentine's Day ,Healthy & Active,45.36,45.36,87.55,43.5
194,5660,2,341,11/22/2018,Nike Blazer Mid '77 By Ameena,Healthy & Active,49.09,49.09,0.47,47.13
195,5664,2,318,11/22/2018,Nike Air Force 1 Low By Duncanville,Healthy & Active,50.48,50.48,0.32,47.96
196,5665,2,258,11/22/2018,Nike Phantom GX Academy Dynamic Fit MG By You,Healthy & Active,46.29,46.29,7.88,44.62
197,5107,2,276,11/22/2018,Nike Air Force 1 Low By Sierra Canyon,Healthy & Active,50.24,50.24,0.27,48.51
198,5107,2,327,11/22/2018,Nike Air Force 1 High Unlocked By Chloe Kim ,Healthy & Active,48.01,48.01,0.11,46.6
199,5107,3,288,11/22/2018,Nike Gripknit Phantom GX Elite Dynamic Fit AG By You,Healthy & Active,50.11,50.11,0.92,51.07
200,5107,4,284,11/22/2018,Converse Custom Chuck Taylor All Star High Top,Healthy & Active,49.66,49.66,0.22,47.38
201,5107,2,178,3/25/2018,Nike Air Max 95 Unlocked By You,Healthy & Active,52.19,52.19,16.09,49.94
202,5107,1,259,3/25/2018,Nike Air Huarache By You Valentine's Day,Healthy & Active,47.25,47.25,1.59,45.39
203,5107,5,181,3/25/2018,Nike Air Huarache By You,Healthy & Active,51.9,51.9,0.07,49.21
204,5107,5,218,3/25/2018,Nike Air Force 1 High Unlocked By You,Healthy & Active,47.43,47.43,20.62,43.51
205,5107,3,380,3/25/2018,Nike Air Max 90 By You,Healthy & Active,49.44,49.44,1.22,46.93
206,5107,4,306,3/25/2018,Nike Air Max 90 Unlocked By You,Healthy & Active,47.25,47.25,12.57,44.56
207,5107,1,347,3/25/2018,Nike Air Force 1 High By You,Healthy & Active,49.43,49.43,1.22,47.14
208,5107,3,304,11/19/2018,Nike Air Force 1 Mid By You Valentine's Day,Healthy & Active,45.57,45.57,8.99,43.13
209,5107,1,335,11/19/2018,Nike Pegasus 39 By You,Healthy & Active,51.03,51.03,0.39,49.62
210,5107,5,267,11/19/2018,Nike Air Force 1 Low Unlocked By You,Healthy & Active,47.53,47.53,0.68,45.34
211,5107,6,186,11/19/2018,Nike Air Force 1 Low By You,Healthy & Active,45.16,45.16,0.7,43.38
212,5107,2,192,3/19/2018,Nike Air Force 1 Low By Bishop Gorman,Healthy & Active,45.39,45.39,82.18,42.92
213,5107,4,189,3/25/2018,Nike Gripknit Phantom GX Elite FG By You,Healthy & Active,46.55,46.55,1.65,41.01
214,5107,1,321,3/25/2018,Nike Air Force 1 Low By You,Healthy & Active,47.23,47.23,6.33,45.45
215,5107,4,212,3/25/2018,Nike Zoom Mercurial Superfly 9 Elite FG By You,Healthy & Active,45.97,45.97,4.4,42.46
216,5107,1,140,3/25/2018,Nike Blazer Low '77 By You,Healthy & Active,51.11,51.11,5,44.22
217,5107,6,287,3/25/2018,Nike Air Force 1 Mid By You Valentine's Day ,Healthy & Active,48.06,48.06,9.56,44.66
218,5107,4,338,3/25/2018,Nike Blazer Mid '77 By Ameena,Healthy & Active,48.54,48.54,3.77,46.06
219,5107,5,178,3/25/2018,Nike Air Force 1 Low By Duncanville,Healthy & Active,41.28,41.28,53.85,40.3
220,5107,2,379,3/25/2018,Nike Phantom GX Academy Dynamic Fit MG By You,Healthy & Active,50.45,50.45,0.72,45.63
221,5887,5,374,3/25/2018,Nike Air Force 1 Low By Sierra Canyon,Healthy & Active,50.33,50.33,1.95,48.6
222,5890,5,298,3/25/2018,Nike Air Force 1 High Unlocked By Chloe Kim ,Healthy & Active,47.59,47.59,2.02,43.57
223,5893,1,263,3/25/2018,Nike Gripknit Phantom GX Elite Dynamic Fit AG By You,Healthy & Active,48.94,48.94,30.2,48.77
224,5895,3,215,3/25/2018,Converse Custom Chuck Taylor All Star High Top,Healthy & Active,42.94,42.94,44.74,40.77
225,8001,4,192,3/25/2018,Nike Air Max 95 Unlocked By You,Healthy & Active,53.36,53.36,13.42,52.08
226,8078,3,355,3/25/2018,Nike Air Huarache By You Valentine's Day,Healthy & Active,49.69,49.69,21.74,48.02
227,8137,4,116,3/25/2018,Nike Air Huarache By You,Healthy & Active,47.74,47.74,13.5,45.84
228,8141,3,337,3/25/2018,Nike Air Force 1 High Unlocked By You,Healthy & Active,43.02,43.02,0.01,41.41
229,8296,6,356,3/25/2018,Nike Air Max 90 By You,Healthy & Active,50.97,50.97,36.88,49.69
230,8372,6,286,3/25/2018,Nike Air Max 90 Unlocked By You,Healthy & Active,47.2,47.2,1.8,45.76
231,8421,5,231,3/25/2018,Nike Air Force 1 High By You,Healthy & Active,44.47,44.47,94.45,43.48
232,8433,1,253,3/25/2018,Nike Air Force 1 Mid By You Valentine's Day,Healthy & Active,49.94,49.94,16.03,48.6
233,8436,6,306,3/25/2018,Nike Pegasus 39 By You,Healthy & Active,42.81,42.81,0.12,40.42
234,8520,6,346,3/25/2018,Nike Air Force 1 Low Unlocked By You,Healthy & Active,51.53,51.53,0.03,50.46
235,8549,6,230,3/20/2018,Nike Air Force 1 Low By You,Healthy & Active,43.62,43.62,4.12,41.8
236,8558,5,270,3/20/2018,Nike Air Force 1 Low By Bishop Gorman,Healthy & Active,47.03,47.03,0.04,46.06
237,8560,4,352,3/20/2018,Nike Gripknit Phantom GX Elite FG By You,Healthy & Active,44.44,44.44,8.05,44.6
238,8573,3,355,3/20/2018,Nike Air Force 1 Low By You,Healthy & Active,52.8,52.8,3.97,50.98
239,8606,2,339,3/25/2018,Nike Zoom Mercurial Superfly 9 Elite FG By You,Healthy & Active,43.54,43.54,38.68,42.1
240,8634,6,183,3/25/2018,Nike Blazer Low '77 By You,Healthy & Active,49.53,49.53,0.14,48.01
241,8638,4,318,3/25/2018,Nike Air Force 1 Mid By You Valentine's Day ,Healthy & Active,47.35,47.35,0.33,45.54
242,8675,6,376,3/25/2018,Nike Blazer Mid '77 By Ameena,Healthy & Active,43.12,43.12,0.85,42.7
243,8685,5,268,3/25/2018,Nike Air Force 1 Low By Duncanville,Healthy & Active,51.12,51.12,1.32,50.19
244,8758,1,200,3/25/2018,Nike Phantom GX Academy Dynamic Fit MG By You,Healthy & Active,51.97,51.97,3.85,50.83
245,8770,4,354,3/25/2018,Nike Air Force 1 Low By Sierra Canyon,Healthy & Active,50.97,50.97,62.56,48.72
246,8832,1,121,3/25/2018,Nike Air Force 1 High Unlocked By Chloe Kim ,Healthy & Active,45.83,45.83,61.82,43.54
247,8849,5,211,3/25/2018,Nike Gripknit Phantom GX Elite Dynamic Fit AG By You,Healthy & Active,45.03,45.03,34.56,44.45
248,11001,2,167,3/25/2018,Converse Custom Chuck Taylor All Star High Top,Healthy & Active,55.8,55.8,1.67,55.33
249,13001,6,137,3/25/2018,Nike Air Max 95 Unlocked By You,Healthy & Active,51.12,51.12,35.93,49.08
250,13006,1,197,3/25/2018,Nike Air Huarache By You Valentine's Day,Healthy & Active,43.58,43.58,3.67,42.55
251,13030,1,182,3/25/2018,Nike Air Huarache By You,Healthy & Active,46.03,46.03,82.47,44.61
252,13042,5,336,3/25/2018,Nike Air Force 1 High Unlocked By You,Healthy & Active,46.05,46.05,40.34,43.07
253,13052,5,125,3/25/2018,Nike Air Max 90 By You,Healthy & Active,46.9,46.9,1.95,45.37
254,13062,2,203,3/25/2018,Nike Air Max 90 Unlocked By You,Healthy & Active,43.92,43.92,2.82,40.72
255,13074,3,134,3/25/2018,Nike Air Force 1 High By You,Healthy & Active,45.59,45.59,2.73,42.67
256,13140,3,187,3/25/2018,Nike Air Force 1 Mid By You Valentine's Day,Healthy & Active,41.19,41.19,36.89,39.68
257,13160,4,366,3/25/2018,Nike Pegasus 39 By You,Healthy & Active,49.41,49.41,0.51,46.13
258,13188,2,233,3/25/2018,Nike Air Force 1 Low Unlocked By You,Healthy & Active,47.5,47.5,64.68,44.56
259,13212,5,237,3/25/2018,Nike Air Force 1 Low By You,Healthy & Active,46.31,46.31,9.66,45.37
260,13222,6,267,3/25/2018,Nike Air Force 1 Low By Bishop Gorman,Healthy & Active,43.65,43.65,10.33,41.4
261,13244,2,189,3/25/2018,Nike Gripknit Phantom GX Elite FG By You,Healthy & Active,46.69,46.69,0.28,44.05
262,13248,1,258,3/25/2018,Nike Air Force 1 Low By You,Healthy & Active,46.46,46.46,0.06,42.96
263,13268,1,139,3/25/2018,Nike Zoom Mercurial Superfly 9 Elite FG By You,Healthy & Active,45.23,45.23,1.04,42.85
264,13300,5,167,3/25/2018,Nike Blazer Low '77 By You,Tech Savy,43.52,43.52,27.54,42.14
265,13430,4,332,3/25/2018,Nike Air Force 1 Mid By You Valentine's Day ,Tech Savy,49.8,49.8,15.38,48.62
266,13433,2,162,3/25/2018,Nike Blazer Mid '77 By Ameena,Tech Savy,42.9,42.9,42.05,39.87
267,13440,2,223,3/25/2018,Nike Air Force 1 Low By Duncanville,Tech Savy,42.91,42.91,0.92,41.23
268,13442,1,125,3/25/2018,Nike Phantom GX Academy Dynamic Fit MG By You,Tech Savy,43.3,43.3,97.33,40.81
269,13458,3,360,3/25/2018,Nike Air Force 1 Low By Sierra Canyon,Tech Savy,42.37,42.37,0.96,40.15
270,13468,2,319,3/25/2018,Nike Air Force 1 High Unlocked By Chloe Kim ,Tech Savy,47.25,47.25,7.47,45.42
271,13473,1,318,3/25/2018,Nike Gripknit Phantom GX Elite Dynamic Fit AG By You,Tech Savy,44.26,44.26,9.6,43.58
272,13490,3,304,3/25/2018,Converse Custom Chuck Taylor All Star High Top,Tech Savy,44.48,44.48,0.01,43.71
273,13549,5,360,3/25/2018,Nike Air Max 95 Unlocked By You,Tech Savy,42.69,42.69,14.48,40.38
274,13580,1,142,3/20/2018,Nike Air Huarache By You Valentine's Day,Tech Savy,41.18,41.18,25.43,39.6
275,13600,4,197,3/20/2018,Nike Air Huarache By You,Tech Savy,45.01,45.01,28.87,43.01
276,13620,6,370,3/20/2018,Nike Air Force 1 High Unlocked By You,Tech Savy,44.9,44.9,27.99,44.38
277,13647,5,154,3/20/2018,Nike Air Max 90 By You,Tech Savy,42.62,42.62,26.62,41.09
278,13650,1,344,3/20/2018,Nike Air Max 90 Unlocked By You,Tech Savy,44.35,44.35,0.02,42.57
279,13654,1,339,7/8/2018,Nike Air Force 1 High By You,Tech Savy,50.89,50.89,7.69,49.62
280,13655,4,120,7/8/2018,Nike Air Force 1 Mid By You Valentine's Day,Tech Savy,43.89,43.89,1.74,41.31
281,13657,2,322,7/8/2018,Nike Pegasus 39 By You,Tech Savy,46.06,46.06,9.33,43.87
282,13667,3,155,7/8/2018,Nike Air Force 1 Low Unlocked By You,Tech Savy,44.4,44.4,19.33,44.95
283,15001,4,145,7/8/2018,Nike Air Force 1 Low By You,Tech Savy,49.11,49.11,68.73,47.93
284,15001,6,379,7/8/2018,Nike Air Force 1 Low By Bishop Gorman,Tech Savy,46.29,46.29,13.45,44.19
285,15001,2,131,7/8/2018,Nike Gripknit Phantom GX Elite FG By You,Tech Savy,43.3,43.3,31.55,42.81
286,15001,6,342,7/8/2018,Nike Air Force 1 Low By You,Tech Savy,52.35,52.35,4.31,53.35
287,15001,1,305,7/8/2018,Nike Zoom Mercurial Superfly 9 Elite FG By You,Tech Savy,48.45,48.45,3.55,48.53
288,15001,5,266,7/8/2018,Nike Blazer Low '77 By You,Tech Savy,43.53,43.53,24.03,41.31
289,15001,1,138,7/8/2018,Nike Air Force 1 Mid By You Valentine's Day ,Tech Savy,43.2,43.2,8.73,42.41
290,15001,6,286,7/8/2018,Nike Blazer Mid '77 By Ameena,Tech Savy,43.63,43.63,2.48,42.52
291,15001,5,251,7/8/2018,Nike Air Force 1 Low By Duncanville,Tech Savy,52.57,52.57,20.9,51.44
292,15001,4,377,7/8/2018,Nike Phantom GX Academy Dynamic Fit MG By You,Tech Savy,46.2,46.2,0.11,45.25
293,15001,4,173,7/8/2018,Nike Air Force 1 Low By Sierra Canyon,Tech Savy,43.46,43.46,0.18,42.06
294,15001,2,307,7/8/2018,Nike Air Force 1 High Unlocked By Chloe Kim ,Tech Savy,46.08,46.08,1.33,43.88
295,15001,3,353,7/8/2018,Nike Gripknit Phantom GX Elite Dynamic Fit AG By You,Tech Savy,57.09,57.09,0.38,57.47
296,15022,5,376,7/8/2018,Converse Custom Chuck Taylor All Star High Top,Tech Savy,50.53,50.53,0.18,47.53
297,15047,1,326,7/8/2018,Nike Air Max 95 Unlocked By You,Tech Savy,49.79,49.79,0.14,48.78
298,15051,3,148,7/8/2018,Nike Air Huarache By You Valentine's Day,Tech Savy,54.42,54.42,0.33,56.23
299,15087,2,235,7/8/2018,Nike Air Huarache By You,Tech Savy,52.22,52.22,0.12,54.57
300,15090,1,196,7/8/2018,Nike Air Force 1 High Unlocked By You,Tech Savy,52.33,52.33,0.05,53.62
301,15092,5,281,7/8/2018,Nike Air Max 90 By You,Tech Savy,44.75,44.75,0,42.56
302,15092,5,288,7/8/2018,Nike Air Max 90 Unlocked By You,Tech Savy,54.5,54.5,0.28,57.41
303,15092,6,256,7/8/2018,Nike Air Force 1 High By You,Tech Savy,51.51,51.51,0,51.66
304,15092,5,218,7/8/2018,Nike Air Force 1 Mid By You Valentine's Day,Tech Savy,52.76,52.76,0.37,52.41
305,15092,3,186,7/8/2018,Nike Pegasus 39 By You,Tech Savy,50,50,0.17,50.33
306,15092,2,153,3/20/2018,Nike Air Force 1 Low Unlocked By You,Tech Savy,46,46,0,53.67
307,15092,2,149,3/20/2018,Nike Air Force 1 Low By You,Tech Savy,48.67,48.67,0.05,49.05
308,15092,5,263,3/20/2018,Nike Air Force 1 Low By Bishop Gorman,Tech Savy,50.93,50.93,0.56,53
309,15092,1,355,3/20/2018,Nike Gripknit Phantom GX Elite FG By You,Tech Savy,54.31,54.31,0.05,53.94
310,15092,1,282,3/20/2018,Nike Air Force 1 Low By You,Tech Savy,48.25,48.25,0.3,49.92
311,15092,6,170,3/20/2018,Nike Zoom Mercurial Superfly 9 Elite FG By You,Tech Savy,53.75,53.75,0.11,54.19
312,15092,3,186,3/20/2018,Nike Blazer Low '77 By You,Tech Savy,47.66,47.66,0.83,49.36
313,15092,1,175,3/20/2018,Nike Air Force 1 Mid By You Valentine's Day ,Tech Savy,47.31,47.31,0.02,48.57
314,15092,5,299,3/20/2018,Nike Blazer Mid '77 By Ameena,Tech Savy,46.71,46.71,0.05,48.66
315,15187,3,310,7/8/2018,Nike Air Force 1 Low By Duncanville,Tech Savy,52.16,52.16,1.29,53.63
316,15189,5,178,7/8/2018,Nike Phantom GX Academy Dynamic Fit MG By You,Tech Savy,53.55,53.55,0.14,50.77
317,15204,4,227,7/8/2018,Nike Air Force 1 Low By Sierra Canyon,Tech Savy,54.48,54.48,1.43,54.57
318,15212,2,170,7/8/2018,Nike Air Force 1 High Unlocked By Chloe Kim ,Tech Savy,48.85,48.85,2.37,50.36
319,15215,5,121,7/8/2018,Nike Gripknit Phantom GX Elite Dynamic Fit AG By You,Tech Savy,57.37,57.37,0.12,58.37
320,15218,3,217,7/8/2018,Converse Custom Chuck Taylor All Star High Top,Tech Savy,50.09,50.09,0.47,50.53
321,15223,3,212,7/8/2018,Nike Air Max 95 Unlocked By You,Tech Savy,46.85,46.85,37.91,48.73
322,15224,6,218,7/8/2018,Nike Air Huarache By You Valentine's Day,Tech Savy,48.78,48.78,0.07,50.33
323,15224,4,379,7/8/2018,Nike Air Huarache By You,Tech Savy,49.8,49.8,0.41,52.36
324,15224,2,310,7/8/2018,Nike Air Force 1 High Unlocked By You,Tech Savy,50.61,50.61,0.07,51.33
325,15224,5,352,7/8/2018,Nike Air Max 90 By You,Tech Savy,50.21,50.21,0.28,50.64
326,15224,5,123,7/8/2018,Nike Air Max 90 Unlocked By You,Tech Savy,56.9,56.9,0.26,57.71
327,15224,4,375,7/8/2018,Nike Air Force 1 High By You,Tech Savy,52.63,52.63,0.17,54.28
328,15224,5,202,7/8/2018,Nike Air Force 1 Mid By You Valentine's Day,Tech Savy,52.34,52.34,1.79,53.97
329,15272,5,139,7/8/2018,Nike Pegasus 39 By You,Tech Savy,52.9,52.9,0.05,52.52
330,15276,1,242,7/8/2018,Nike Air Force 1 Low Unlocked By You,Tech Savy,55.08,55.08,0,56.82
331,15293,5,329,7/8/2018,Nike Air Force 1 Low By You,Tech Savy,48.05,48.05,0.13,48.61
332,15296,4,152,7/8/2018,Nike Air Force 1 Low By Bishop Gorman,Tech Savy,48.79,48.79,0,48.58
333,15299,3,352,7/8/2018,Nike Gripknit Phantom GX Elite FG By You,Tech Savy,53.75,53.75,10.56,53.76
334,15317,4,214,7/8/2018,Nike Air Force 1 Low By You,Tech Savy,54.5,54.5,0,52.5
